0.3	116.481	0.2429443	4.14e-07	1.01242e-08	
0.31	116.492	0.2429476	5.86e-07	1.01758e-08	
0.32	116.503	0.24295090000000003	8.62e-07	1.0258600000000001e-08	
0.32999999999999996	116.505	0.24295150000000001	1.235e-06	1.03705e-08	
0.33999999999999997	116.519	0.2429557	1.822e-06	1.05466e-08	
0.35	116.528	0.24295840000000002	2.588e-06	1.07764e-08	
0.36	116.537	0.2429611	3.737e-06	1.11211e-08	
0.37	116.543	0.2429629	5.437e-06	1.16311e-08	
0.38	116.557	0.24296710000000002	7.908e-06	1.23724e-08	
0.39	116.563	0.24296890000000002	1.142e-05	1.3426e-08	
0.4	116.576	0.24297280000000002	1.6375e-05	1.4912500000000002e-08	
0.41	116.591	0.2429773	2.362e-05	1.7085999999999998e-08	
0.42	116.602	0.24298060000000002	3.4023e-05	2.0206899999999998e-08	
0.43	116.608	0.24298240000000002	4.9711e-05	2.49133e-08	
0.44	116.614	0.2429842	7.1077e-05	3.13231e-08	
0.44999999999999996	116.624	0.24298720000000001	0.000104363	4.13089e-08	
0.45999999999999996	116.631	0.24298930000000002	0.000148716	5.461479999999999e-08	
0.47	116.63	0.242989	0.00021584	1.43168e-07	
0.48	116.638	0.24299140000000002	0.00031096	1.62192e-07	
0.49	116.648	0.2429944	0.00045088	1.9017600000000002e-07	
0.5	116.656	0.2429968	0.00064427	2.28854e-07	
