0.3	25.161538461538477	4.6e-08	1.00138e-08	
0.31	25.16410256410254	6.7e-08	1.00201e-08	
0.32	25.16410256410254	9.7e-08	1.00291e-08	
0.32999999999999996	25.169230769230776	1.46e-07	1.00438e-08	
0.33999999999999997	25.17179487179484	2.16e-07	1.00648e-08	
0.35	25.17179487179484	3.16e-07	1.00948e-08	
0.36	25.17435897435896	4.69e-07	1.01407e-08	
0.37	25.17435897435896	6.87e-07	1.0206100000000001e-08	
0.38	25.17435897435896	1.016e-06	1.03048e-08	
0.39	25.17179487179484	1.5e-06	1.0450000000000001e-08	
0.4	25.17435897435896	2.243e-06	1.06729e-08	
0.41	25.176923076923078	3.296e-06	1.09888e-08	
0.42	25.17948717948714	4.82e-06	1.1446e-08	
0.43	25.176923076923078	7.069e-06	1.21207e-08	
0.44	25.18205128205126	1.0633e-05	1.31899e-08	
0.44999999999999996	25.1871794871795	1.5729e-05	1.4718700000000001e-08	
0.45999999999999996	25.1871794871795	2.2969e-05	1.68907e-08	
0.47	25.1871794871795	3.3694e-05	2.01082e-08	
0.48	25.18461538461538	5.036e-05	2.5108e-08	
0.49	25.18461538461538	7.3988e-05	3.21964e-08	
0.5	25.18205128205126	0.000108634	4.25902e-08	
